"disease","STRING_id"
"Alzheimers disease","9606.ENSP00000391774"
"Alzheimers disease","9606.ENSP00000395359"
"Alzheimers disease","9606.ENSP00000401802"
"Alzheimers disease","9606.ENSP00000402608"
"Alzheimers disease","9606.ENSP00000402861"
"Alzheimers disease","9606.ENSP00000408617"
"Alzheimers disease","9606.ENSP00000408632"
"Alzheimers disease","9606.ENSP00000409667"
"Alzheimers disease","9606.ENSP00000411672"
"Alzheimers disease","9606.ENSP00000413520"
"Alzheimers disease","9606.ENSP00000416706"
"Alzheimers disease","9606.ENSP00000418112"
"Alzheimers disease","9606.ENSP00000419101"
"Alzheimers disease","9606.ENSP00000423630"
"Alzheimers disease","9606.ENSP00000424038"
"Alzheimers disease","9606.ENSP00000430128"
"Alzheimers disease","9606.ENSP00000435926"
"Alzheimers disease","9606.ENSP00000443988"
"Alzheimers disease","9606.ENSP00000445162"
"Alzheimers disease","9606.ENSP00000001146"
"Alzheimers disease","9606.ENSP00000002596"
"Alzheimers disease","9606.ENSP00000408405"
"arthritis","9606.ENSP00000155840"
"arthritis","9606.ENSP00000160262"
"arthritis","9606.ENSP00000171111"
"arthritis","9606.ENSP00000200652"
"arthritis","9606.ENSP00000215754"
"arthritis","9606.ENSP00000216223"
"arthritis","9606.ENSP00000216487"
"arthritis","9606.ENSP00000222823"
"arthritis","9606.ENSP00000226730"
"arthritis","9606.ENSP00000228841"
"arthritis","9606.ENSP00000231228"
"arthritis","9606.ENSP00000231948"
"arthritis","9606.ENSP00000237289"
"arthritis","9606.ENSP00000237596"
"arthritis","9606.ENSP00000237612"
"arthritis","9606.ENSP00000245323"
"arthritis","9606.ENSP00000248923"
"arthritis","9606.ENSP00000249750"
"arthritis","9606.ENSP00000253329"
"arthritis","9606.ENSP00000254235"
"arthritis","9606.ENSP00000258743"
"arthritis","9606.ENSP00000259089"
"arthritis","9606.ENSP00000259607"
"arthritis","9606.ENSP00000261416"
"arthritis","9606.ENSP00000261609"
"arthritis","9606.ENSP00000262477"
"arthritis","9606.ENSP00000264497"
"arthritis","9606.ENSP00000264657"
"arthritis","9606.ENSP00000264717"
"arthritis","9606.ENSP00000264818"
"arthritis","9606.ENSP00000264908"
"arthritis","9606.ENSP00000265388"
"arthritis","9606.ENSP00000265459"
"arthritis","9606.ENSP00000265734"
"arthritis","9606.ENSP00000266971"
"arthritis","9606.ENSP00000268459"
"arthritis","9606.ENSP00000268638"
"arthritis","9606.ENSP00000275015"
"arthritis","9606.ENSP00000278840"
"arthritis","9606.ENSP00000280200"
"arthritis","9606.ENSP00000281513"
"arthritis","9606.ENSP00000282018"
"arthritis","9606.ENSP00000283928"
"arthritis","9606.ENSP00000286190"
"arthritis","9606.ENSP00000286639"
"arthritis","9606.ENSP00000290219"
"arthritis","9606.ENSP00000292174"
"arthritis","9606.ENSP00000295025"
"arthritis","9606.ENSP00000295269"
"arthritis","9606.ENSP00000295743"
"arthritis","9606.ENSP00000295902"
"arthritis","9606.ENSP00000296871"
"arthritis","9606.ENSP00000297135"
"arthritis","9606.ENSP00000299766"
"arthritis","9606.ENSP00000300305"
"arthritis","9606.ENSP00000301765"
"arthritis","9606.ENSP00000302846"
"arthritis","9606.ENSP00000303939"
"arthritis","9606.ENSP00000305355"
"arthritis","9606.ENSP00000305595"
"arthritis","9606.ENSP00000306138"
"arthritis","9606.ENSP00000309597"
"arthritis","9606.ENSP00000310003"
"arthritis","9606.ENSP00000310244"
"arthritis","9606.ENSP00000311857"
"arthritis","9606.ENSP00000312435"
"arthritis","9606.ENSP00000317327"
"arthritis","9606.ENSP00000317902"
"arthritis","9606.ENSP00000318165"
"arthritis","9606.ENSP00000320130"
"arthritis","9606.ENSP00000324890"
"arthritis","9606.ENSP00000325146"
"arthritis","9606.ENSP00000328732"
"arthritis","9606.ENSP00000329127"
"arthritis","9606.ENSP00000329915"
"arthritis","9606.ENSP00000332287"
"arthritis","9606.ENSP00000332973"
"arthritis","9606.ENSP00000332979"
"arthritis","9606.ENSP00000334068"
"arthritis","9606.ENSP00000334474"
"arthritis","9606.ENSP00000334910"
"arthritis","9606.ENSP00000337623"
"arthritis","9606.ENSP00000337853"
"arthritis","9606.ENSP00000339393"
"arthritis","9606.ENSP00000341071"
"arthritis","9606.ENSP00000342026"
"arthritis","9606.ENSP00000342991"
"arthritis","9606.ENSP00000343313"
"arthritis","9606.ENSP00000343818"
"arthritis","9606.ENSP00000344259"
"arthritis","9606.ENSP00000344936"
"arthritis","9606.ENSP00000345206"
"arthritis","9606.ENSP00000345492"
"arthritis","9606.ENSP00000345964"
"arthritis","9606.ENSP00000346037"
"arthritis","9606.ENSP00000347418"
"arthritis","9606.ENSP00000348753"
"arthritis","9606.ENSP00000348793"
"arthritis","9606.ENSP00000349770"
"arthritis","9606.ENSP00000351108"
"arthritis","9606.ENSP00000351255"
"arthritis","9606.ENSP00000351618"
"arthritis","9606.ENSP00000352833"
"arthritis","9606.ENSP00000352928"
"arthritis","9606.ENSP00000353099"
"arthritis","9606.ENSP00000353731"
"arthritis","9606.ENSP00000354794"
"arthritis","9606.ENSP00000355133"
"arthritis","9606.ENSP00000356033"
"arthritis","9606.ENSP00000356370"
"arthritis","9606.ENSP00000357470"
"arthritis","9606.ENSP00000358470"
"arthritis","9606.ENSP00000359070"
"arthritis","9606.ENSP00000359114"
"arthritis","9606.ENSP00000359645"
"arthritis","9606.ENSP00000359668"
"arthritis","9606.ENSP00000360797"
"arthritis","9606.ENSP00000361066"
"arthritis","9606.ENSP00000361359"
"arthritis","9606.ENSP00000361366"
"arthritis","9606.ENSP00000362127"
"arthritis","9606.ENSP00000362863"
"arthritis","9606.ENSP00000362888"
"arthritis","9606.ENSP00000362994"
"arthritis","9606.ENSP00000363003"
"arthritis","9606.ENSP00000363157"
"arthritis","9606.ENSP00000363489"
"arthritis","9606.ENSP00000364076"
"arthritis","9606.ENSP00000364114"
"arthritis","9606.ENSP00000364597"
"arthritis","9606.ENSP00000366729"
"arthritis","9606.ENSP00000367432"
"arthritis","9606.ENSP00000367817"
"arthritis","9606.ENSP00000368632"
"arthritis","9606.ENSP00000369293"
"arthritis","9606.ENSP00000370343"
"arthritis","9606.ENSP00000370912"
"arthritis","9606.ENSP00000371067"
"arthritis","9606.ENSP00000371559"
"arthritis","9606.ENSP00000371587"
"arthritis","9606.ENSP00000372689"
"arthritis","9606.ENSP00000373570"
"arthritis","9606.ENSP00000375748"
"arthritis","9606.ENSP00000376372"
"arthritis","9606.ENSP00000376436"
"arthritis","9606.ENSP00000378890"
"arthritis","9606.ENSP00000378917"
"arthritis","9606.ENSP00000379098"
"arthritis","9606.ENSP00000380157"
"arthritis","9606.ENSP00000381657"
"arthritis","9606.ENSP00000382034"
"arthritis","9606.ENSP00000382204"
"arthritis","9606.ENSP00000383894"
"arthritis","9606.ENSP00000386138"
"arthritis","9606.ENSP00000386884"
"arthritis","9606.ENSP00000395535"
"arthritis","9606.ENSP00000395772"
"arthritis","9606.ENSP00000397441"
"arthritis","9606.ENSP00000400376"
"arthritis","9606.ENSP00000408617"
"arthritis","9606.ENSP00000408979"
"arthritis","9606.ENSP00000410294"
"arthritis","9606.ENSP00000412237"
"arthritis","9606.ENSP00000413625"
"arthritis","9606.ENSP00000418823"
"arthritis","9606.ENSP00000419471"
"arthritis","9606.ENSP00000427802"
"arthritis","9606.ENSP00000437142"
"arthritis","9606.ENSP00000438400"
"arthritis","9606.ENSP00000457230"
"arthritis","9606.ENSP00000378786"
"arthritis","9606.ENSP00000385470"
"arthritis","9606.ENSP00000440374"
"arthritis","9606.ENSP00000433427"
"asthma","9606.ENSP00000171887"
"asthma","9606.ENSP00000216223"
"asthma","9606.ENSP00000218867"
"asthma","9606.ENSP00000220478"
"asthma","9606.ENSP00000233954"
"asthma","9606.ENSP00000233957"
"asthma","9606.ENSP00000234091"
"asthma","9606.ENSP00000245407"
"asthma","9606.ENSP00000245414"
"asthma","9606.ENSP00000253814"
"asthma","9606.ENSP00000254695"
"asthma","9606.ENSP00000257749"
"asthma","9606.ENSP00000259569"
"asthma","9606.ENSP00000261233"
"asthma","9606.ENSP00000261523"
"asthma","9606.ENSP00000262032"
"asthma","9606.ENSP00000262209"
"asthma","9606.ENSP00000262995"
"asthma","9606.ENSP00000264380"
"asthma","9606.ENSP00000265335"
"asthma","9606.ENSP00000265773"
"asthma","9606.ENSP00000266682"
"asthma","9606.ENSP00000274458"
"asthma","9606.ENSP00000274793"
"asthma","9606.ENSP00000281092"
"asthma","9606.ENSP00000281834"
"asthma","9606.ENSP00000281923"
"asthma","9606.ENSP00000296591"
"asthma","9606.ENSP00000297044"
"asthma","9606.ENSP00000300134"
"asthma","9606.ENSP00000301920"
"asthma","9606.ENSP00000302021"
"asthma","9606.ENSP00000303424"
"asthma","9606.ENSP00000303434"
"asthma","9606.ENSP00000303507"
"asthma","9606.ENSP00000304858"
"asthma","9606.ENSP00000304915"
"asthma","9606.ENSP00000306968"
"asthma","9606.ENSP00000308549"
"asthma","9606.ENSP00000309477"
"asthma","9606.ENSP00000310520"
"asthma","9606.ENSP00000310901"
"asthma","9606.ENSP00000313851"
"asthma","9606.ENSP00000318089"
"asthma","9606.ENSP00000323926"
"asthma","9606.ENSP00000330148"
"asthma","9606.ENSP00000332931"
"asthma","9606.ENSP00000332973"
"asthma","9606.ENSP00000339292"
"asthma","9606.ENSP00000339804"
"asthma","9606.ENSP00000342235"
"asthma","9606.ENSP00000342278"
"asthma","9606.ENSP00000342385"
"asthma","9606.ENSP00000342667"
"asthma","9606.ENSP00000342924"
"asthma","9606.ENSP00000343818"
"asthma","9606.ENSP00000344544"
"asthma","9606.ENSP00000345502"
"asthma","9606.ENSP00000346340"
"asthma","9606.ENSP00000347329"
"asthma","9606.ENSP00000347839"
"asthma","9606.ENSP00000349016"
"asthma","9606.ENSP00000352839"
"asthma","9606.ENSP00000353904"
"asthma","9606.ENSP00000354782"
"asthma","9606.ENSP00000354932"
"asthma","9606.ENSP00000355155"
"asthma","9606.ENSP00000355316"
"asthma","9606.ENSP00000356189"
"asthma","9606.ENSP00000356366"
"asthma","9606.ENSP00000356370"
"asthma","9606.ENSP00000356975"
"asthma","9606.ENSP00000357122"
"asthma","9606.ENSP00000357470"
"asthma","9606.ENSP00000358106"
"asthma","9606.ENSP00000359073"
"asthma","9606.ENSP00000360107"
"asthma","9606.ENSP00000360938"
"asthma","9606.ENSP00000363092"
"asthma","9606.ENSP00000363296"
"asthma","9606.ENSP00000364076"
"asthma","9606.ENSP00000366525"
"asthma","9606.ENSP00000367959"
"asthma","9606.ENSP00000368020"
"asthma","9606.ENSP00000368632"
"asthma","9606.ENSP00000369218"
"asthma","9606.ENSP00000370658"
"asthma","9606.ENSP00000370842"
"asthma","9606.ENSP00000371790"
"asthma","9606.ENSP00000373169"
"asthma","9606.ENSP00000374135"
"asthma","9606.ENSP00000375736"
"asthma","9606.ENSP00000376855"
"asthma","9606.ENSP00000379658"
"asthma","9606.ENSP00000382034"
"asthma","9606.ENSP00000382204"
"asthma","9606.ENSP00000384823"
"asthma","9606.ENSP00000385450"
"asthma","9606.ENSP00000399168"
"asthma","9606.ENSP00000419471"
"asthma","9606.ENSP00000423067"
"asthma","9606.ENSP00000454303"
"asthma","9606.ENSP00000387122"
"asthma","9606.ENSP00000439918"
"asthma","9606.ENSP00000383392"
"bipolar disorder","9606.ENSP00000074304"
"bipolar disorder","9606.ENSP00000172229"
"bipolar disorder","9606.ENSP00000218867"
"bipolar disorder","9606.ENSP00000222644"
"bipolar disorder","9606.ENSP00000233946"
"bipolar disorder","9606.ENSP00000242375"
"bipolar disorder","9606.ENSP00000244625"
"bipolar disorder","9606.ENSP00000245960"
"bipolar disorder","9606.ENSP00000252575"
"bipolar disorder","9606.ENSP00000255262"
"bipolar disorder","9606.ENSP00000256720"
"bipolar disorder","9606.ENSP00000257497"
"bipolar disorder","9606.ENSP00000257515"
"bipolar disorder","9606.ENSP00000261584"
"bipolar disorder","9606.ENSP00000261600"
"bipolar disorder","9606.ENSP00000262510"
"bipolar disorder","9606.ENSP00000262554"
"bipolar disorder","9606.ENSP00000262965"
"bipolar disorder","9606.ENSP00000263125"
"bipolar disorder","9606.ENSP00000263753"
"bipolar disorder","9606.ENSP00000263985"
"bipolar disorder","9606.ENSP00000264382"
"bipolar disorder","9606.ENSP00000264606"
"bipolar disorder","9606.ENSP00000264968"
"bipolar disorder","9606.ENSP00000265362"
"bipolar disorder","9606.ENSP00000265598"
"bipolar disorder","9606.ENSP00000265773"
"bipolar disorder","9606.ENSP00000265854"
"bipolar disorder","9606.ENSP00000265970"
"bipolar disorder","9606.ENSP00000266376"
"bipolar disorder","9606.ENSP00000267549"
"bipolar disorder","9606.ENSP00000272771"
"bipolar disorder","9606.ENSP00000274458"
"bipolar disorder","9606.ENSP00000275493"
"bipolar disorder","9606.ENSP00000280772"
"bipolar disorder","9606.ENSP00000284727"
"bipolar disorder","9606.ENSP00000284885"
"bipolar disorder","9606.ENSP00000286614"
"bipolar disorder","9606.ENSP00000287878"
"bipolar disorder","9606.ENSP00000288135"
"bipolar disorder","9606.ENSP00000299084"
"bipolar disorder","9606.ENSP00000301050"
"bipolar disorder","9606.ENSP00000301068"
"bipolar disorder","9606.ENSP00000305416"
"bipolar disorder","9606.ENSP00000307078"
"bipolar disorder","9606.ENSP00000310832"
"bipolar disorder","9606.ENSP00000311336"
"bipolar disorder","9606.ENSP00000315379"
"bipolar disorder","9606.ENSP00000318472"
"bipolar disorder","9606.ENSP00000319281"
"bipolar disorder","9606.ENSP00000319690"
"bipolar disorder","9606.ENSP00000319984"
"bipolar disorder","9606.ENSP00000320025"
"bipolar disorder","9606.ENSP00000320509"
"bipolar disorder","9606.ENSP00000323527"
"bipolar disorder","9606.ENSP00000323580"
"bipolar disorder","9606.ENSP00000329170"
"bipolar disorder","9606.ENSP00000331544"
"bipolar disorder","9606.ENSP00000332549"
"bipolar disorder","9606.ENSP00000334474"
"bipolar disorder","9606.ENSP00000334563"
"bipolar disorder","9606.ENSP00000336591"
"bipolar disorder","9606.ENSP00000337572"
"bipolar disorder","9606.ENSP00000338629"
"bipolar disorder","9606.ENSP00000339479"
"bipolar disorder","9606.ENSP00000342952"
"bipolar disorder","9606.ENSP00000344087"
"bipolar disorder","9606.ENSP00000344782"
"bipolar disorder","9606.ENSP00000346440"
"bipolar disorder","9606.ENSP00000347169"
"bipolar disorder","9606.ENSP00000348381"
"bipolar disorder","9606.ENSP00000348753"
"bipolar disorder","9606.ENSP00000352522"
"bipolar disorder","9606.ENSP00000352655"
"bipolar disorder","9606.ENSP00000352900"
"bipolar disorder","9606.ENSP00000354207"
"bipolar disorder","9606.ENSP00000354541"
"bipolar disorder","9606.ENSP00000354623"
"bipolar disorder","9606.ENSP00000355001"
"bipolar disorder","9606.ENSP00000355961"
"bipolar disorder","9606.ENSP00000356224"
"bipolar disorder","9606.ENSP00000357474"
"bipolar disorder","9606.ENSP00000358795"
"bipolar disorder","9606.ENSP00000358894"
"bipolar disorder","9606.ENSP00000359211"
"bipolar disorder","9606.ENSP00000360231"
"bipolar disorder","9606.ENSP00000361672"
"bipolar disorder","9606.ENSP00000362304"
"bipolar disorder","9606.ENSP00000362608"
"bipolar disorder","9606.ENSP00000362870"
